filename,AbsRel,RMSE,MAE,a1,image_width,image_height
00022_00193_outdoor_000_000.png,0.3212394416332245,7.869028091430664,4.303037166595459,0.5800548923470475,1024,768
00022_00193_outdoor_000_020.png,0.49901169538497925,5.917297840118408,4.704158782958984,0.7148541805911025,1024,768
00022_00193_outdoor_000_040.png,0.13492588698863983,3.6393609046936035,2.2551136016845703,0.9365186286351389,1024,768
00022_00193_outdoor_010_010.png,0.5224141478538513,4.611844539642334,3.653874158859253,0.5470842006993047,1024,768
00022_00193_outdoor_010_030.png,0.1200006976723671,3.603182315826416,2.1491570472717285,0.9223186193286541,1024,768
00022_00193_outdoor_020_000.png,0.24961131811141968,8.435029029846191,3.721078634262085,0.717184215901379,1024,768
00022_00193_outdoor_030_020.png,0.5028119087219238,5.667776107788086,4.078873157501221,0.6722723985900293,1024,768
00022_00193_outdoor_030_040.png,0.1838558465242386,4.204611778259277,2.9436771869659424,0.8768434613347209,1024,768
00022_00193_outdoor_040_000.png,0.1294836699962616,2.431468963623047,0.8201001882553101,0.8608310341944654,1024,768
00022_00193_outdoor_050_010.png,0.18673484027385712,3.825399398803711,2.089268207550049,0.7273417159403363,1024,768
00022_00193_outdoor_050_030.png,0.27378612756729126,3.9961342811584473,3.1670680046081543,0.6833212183658203,1024,768
00022_00193_outdoor_050_050.png,0.1320168524980545,4.138139247894287,2.254094123840332,0.7781138654893324,1024,768
00022_00193_outdoor_060_000.png,0.15390150249004364,1.5458786487579346,0.9497581124305725,0.7584564545357638,1024,768
00022_00193_outdoor_060_020.png,0.24193139374256134,5.2975335121154785,3.192946434020996,0.6308329349443097,1024,768
00022_00193_outdoor_060_040.png,0.20199672877788544,4.610516548156738,2.8958916664123535,0.6523733669757446,1024,768
00022_00193_outdoor_070_010.png,0.14058150351047516,1.702636957168579,0.8782422542572021,0.8723489997473806,1024,768
00022_00193_outdoor_070_030.png,0.19825921952724457,4.224984645843506,2.2949228286743164,0.7500363146361891,1024,768
00022_00193_outdoor_070_050.png,0.12964053452014923,2.7907967567443848,1.3368834257125854,0.8655401829590988,1024,768
00022_00193_outdoor_080_040.png,0.10985973477363586,1.9787935018539429,0.8285242915153503,0.9265751014223569,1024,768
00022_00193_outdoor_090_000.png,0.12128535658121109,1.0527944564819336,0.7210304737091064,0.8412380256838088,1024,768
00022_00193_outdoor_100_050.png,0.16878843307495117,2.6694750785827637,1.685854434967041,0.885339612487356,1024,768
00022_00193_outdoor_110_000.png,0.13751080632209778,1.899031400680542,1.0293505191802979,0.7432370465648811,1024,768
00022_00193_outdoor_110_040.png,0.19641166925430298,2.065732717514038,1.19846510887146,0.8825013604391512,1024,768
